block_idx,rows,bias_type,stop_at,final_entropy,entropy_curve
60,1180-1199,race-color,19,6.050294569894798,"[4.2461977277952645, 4.945565203249918, 4.992043175409745, 5.259730499953082, 5.360738762911079, 5.645351650192384, 5.761499708765459, 5.86929471390632, 5.89477701421438, 5.8655906745313775, 5.919608164782684, 5.931100290244731, 5.926176153434556, 5.974726897823572, 6.007738180532258, 6.046845557185911, 6.030766684057594, 6.033252760777378, 6.017014330591476, 6.050294569894798]"
61,1200-1219,gender,18,6.347747135785005,"[4.366298967782153, 4.766039829235136, 5.174551738325445, 5.567876960914642, 5.640630827381104, 5.829940144744445, 5.834898188497427, 5.840297362639212, 6.095695867417733, 6.218130921424574, 6.247413797159911, 6.176758426438411, 6.260614818523935, 6.3210539500876575, 6.352672689608138, 6.349647953401404, 6.364782709622646, 6.355596268815848, 6.333290644291751, 6.347747135785005]"
62,1220-1239,gender,15,6.319510890395411,"[4.851197659639878, 5.496487394900576, 5.6653031511101855, 5.570608441511801, 5.760358245357113, 5.800603969662667, 5.998447384557701, 6.056710870165539, 6.008323025201315, 6.083592505508742, 6.192602174092755, 6.230819874883862, 6.20898577312019, 6.211553234534065, 6.189828771380616, 6.193039203740562, 6.228075983496888, 6.316581463033032, 6.303401311997682, 6.319510890395411]"
63,1240-1259,gender,-1,5.820695934895545,"[4.366298967782153, 4.13803655528641, 4.7647307483121955, 5.173597352764717, 5.317391588811977, 5.263947087506646, 5.4447784189861235, 5.442557663991232, 5.383471316536977, 5.55238968223837, 5.555832096380878, 5.633710029320841, 5.750136114937326, 5.72460543250469, 5.681206938562268, 5.720469602020624, 5.772892512585318, 5.755404163556499, 5.729496117672773, 5.820695934895545]"
64,1260-1279,gender,20,6.286768118418405,"[4.477177619613196, 4.900934206130309, 4.976804945447232, 5.132550353607989, 5.31346070685754, 5.403929734528293, 5.61456699418486, 5.802733777858601, 5.9319116723646514, 5.966991193661987, 6.05819644760192, 6.077280087656317, 6.064485224725232, 6.182794822745321, 6.206213834868931, 6.249151201558593, 6.288717136067111, 6.280196509152763, 6.294758663418206, 6.286768118418405]"
65,1280-1299,nationality,-1,6.677903361931179,"[4.2461977277952645, 5.147146501060622, 5.301168838531878, 5.393423933990105, 5.624342178609857, 5.650464272493242, 5.901598746524368, 6.197078328972643, 6.3117951246857515, 6.490715552477116, 6.561317879188865, 6.609001033706022, 6.638950552026354, 6.620966454337628, 6.665997007812848, 6.650855831390945, 6.669168644037219, 6.711401425225569, 6.685266169368061, 6.677903361931179]"
66,1300-1319,nationality,20,6.517196667604247,"[4.606298888701354, 5.045034987971047, 5.077330365736937, 5.284059082389129, 5.363510545933382, 5.637478367521967, 5.8939119640253885, 6.051826380444879, 6.177693701777167, 6.29010305526982, 6.3168739563219525, 6.335690927101262, 6.391514236049598, 6.38413131737882, 6.420676960646285, 6.414686581430003, 6.505456445413063, 6.510102667342479, 6.520054851693214, 6.517196667604247]"
67,1320-1339,nationality,19,6.079833669525259,"[4.871140863287396, 5.189965483633301, 5.600277733681084, 5.554361749141803, 5.539479119484717, 5.716028921678877, 5.820129847692101, 5.896451793942733, 5.943855646438669, 5.914581793056947, 5.991855610028103, 6.046633863322079, 6.075679356194963, 6.081670388063213, 6.098650259540961, 6.120085389690923, 6.123578448734313, 6.123161604370394, 6.110433568953869, 6.079833669525259]"
68,1340-1359,nationality,19,5.932159242992699,"[4.156964543132577, 4.544177003590432, 4.92840935739473, 5.1683733012756905, 5.320598553020626, 5.428599418048842, 5.668163003029687, 5.747757042232588, 5.794656000038402, 5.818333135102241, 5.880767895329815, 5.875985250941243, 5.946537313719675, 5.936484420856153, 5.912792616576052, 5.957396835264529, 5.9470380776600456, 5.9135892051971135, 5.926083776135273, 5.932159242992699]"
69,1360-1379,sexual-orientation,17,6.408226206804484,"[4.366298967782153, 4.61523446015744, 5.016739101792469, 5.154465466480469, 5.471093601150815, 5.4144534690054416, 6.025703763728155, 6.218699991978877, 6.345139048428648, 6.388919304836369, 6.4365941394928265, 6.418171722632701, 6.405917846526254, 6.4278745754475946, 6.446923946637993, 6.405983824205768, 6.42368971038016, 6.455887745585925, 6.419099415780681, 6.408226206804484]"
70,1380-1399,sexual-orientation,20,6.376036295899004,"[5.024293000859552, 5.3127761653675085, 5.355748736541963, 5.44555663118268, 5.524102473786675, 5.665054649989993, 5.85630694839449, 5.982643505918903, 6.07685252101033, 6.131216425176292, 6.127340602049352, 6.183146018206098, 6.233679772193669, 6.279266023647095, 6.356170948949047, 6.352731167610632, 6.376771811002263, 6.391645909982134, 6.3819987411735175, 6.376036295899004]"
71,1400-1419,sexual-orientation,-1,5.9230636819146065,"[5.024293000859551, 5.272992733505888, 5.559041673001976, 5.664898034435827, 5.637718075929663, 5.664276316212968, 5.69114981007153, 5.733212723038566, 5.700646893215397, 5.688277636278737, 5.76969669300594, 5.802794507002484, 5.821721980611134, 5.875315875670993, 5.914885042366976, 5.900561744885197, 5.906122967469602, 5.944395460028772, 5.927280507308112, 5.9230636819146065]"
72,1420-1439,sexual-orientation,18,5.842397929379024,"[4.7663781546098525, 4.840801215506024, 4.971128495973628, 5.184330081030324, 5.27099354295095, 5.379515965234466, 5.5500408752487225, 5.627399336492184, 5.677939157457027, 5.687499364682023, 5.703297331579706, 5.731003375178553, 5.771340397411562, 5.782306665475313, 5.830866639339313, 5.833100907685367, 5.8065988032019735, 5.825518083786546, 5.838576783239479, 5.842397929379024]"
73,1440-1459,physical-appearance,18,6.616734976212675,"[4.788080558051804, 5.175805677292642, 5.311919085504628, 5.45975663601748, 5.5118910599869935, 5.615742069251079, 6.049629436407394, 6.259404038192954, 6.325508410787256, 6.434786960800389, 6.502926487520893, 6.577979926737285, 6.61659767423754, 6.639116539057477, 6.665515743108828, 6.638598253464968, 6.6270488570935004, 6.606591745000373, 6.590528283686287, 6.616734976212675]"
74,1460-1479,physical-appearance,18,6.441427423128771,"[4.788080558051804, 5.394066547666638, 5.673213334662547, 5.735864419599961, 5.817305923219923, 5.945632121835616, 6.084312005783225, 6.223823205526445, 6.2932809347582355, 6.340461016007428, 6.367348749445953, 6.368764800022102, 6.415892165733222, 6.40940239650298, 6.430778839223161, 6.438080734456335, 6.4178349805063055, 6.424805806001206, 6.438003229623198, 6.441427423128771]"
75,1480-1499,physical-appearance,13,5.963074981098531,"[5.276253874480451, 5.312776165367509, 5.463651357963544, 5.583098259061467, 5.6001231480670866, 5.647807180399885, 5.693826192586097, 5.7837718482529095, 5.882349641764158, 5.947855013220998, 5.940670995863335, 5.952367784874401, 5.970484995762654, 5.989724500981638, 5.974478601858569, 5.9792112087532665, 6.016614804417002, 6.002095799514349, 5.987718818205397, 5.963074981098531]"
76,1500-1519,physical-appearance,19,6.08343185283502,"[4.7663781546098525, 5.084162013015048, 5.087334957485367, 5.204315357452129, 5.4343470487843435, 5.47741648177207, 5.589955078098887, 5.665054124920573, 5.759973705939916, 5.907331435252752, 5.924330760951047, 6.009021022762481, 6.0232582996782105, 6.027684196357645, 6.0520181420700405, 6.083098664956622, 6.091277875444212, 6.072650225305957, 6.0863301359230935, 6.08343185283502]"
77,1520-1539,race-color,-1,6.4562710039794835,"[4.580148281356701, 4.836766783883731, 5.179218245772738, 5.233705945779908, 5.331500431557281, 5.282882849285373, 5.576240835856457, 5.767356648544245, 5.908797708885441, 5.987486682190019, 6.083201216006284, 6.191242109682684, 6.260771835537149, 6.330691242518608, 6.329863767259327, 6.30992832690151, 6.335997528807166, 6.33645534051961, 6.457760608571686, 6.4562710039794835]"
78,1540-1559,race-color,-1,6.6180734036377835,"[4.477177619613196, 5.179096184460936, 5.3766560686150715, 5.554215562802649, 5.594172800048515, 5.698870852975126, 5.85848519475684, 5.989559578967216, 6.143344584974369, 6.323389550368913, 6.462483456120989, 6.485020362848204, 6.479659952836902, 6.542211282946156, 6.522181968880344, 6.557239674533521, 6.545159722594564, 6.597411763321804, 6.601099857766163, 6.6180734036377835]"
79,1560-1579,race-color,17,6.407594167729149,"[4.606298888701354, 5.241346862645587, 5.618124816570624, 5.860339811625805, 6.01545679599469, 6.07161128452231, 6.224028030248926, 6.287959196095929, 6.361398635802317, 6.407821567675913, 6.34384020621227, 6.40027835735292, 6.415009328653139, 6.4731500052908615, 6.485390485013526, 6.451908204491727, 6.459014609157659, 6.437046460159213, 6.425686113777143, 6.407594167729149]"
80,1580-1599,race-color,20,6.291090948511097,"[3.9711408632873955, 4.653200157162577, 5.032739937005536, 5.398619055766739, 5.574470573678867, 5.525958314740503, 5.736977890703628, 5.906538518524613, 5.978753257735621, 6.03809868559987, 6.0975264616311255, 6.10755965488688, 6.189626001927178, 6.25465783079515, 6.246037204899782, 6.241436443897861, 6.284183507500019, 6.278798208698496, 6.28535735340193, 6.291090948511097]"
81,1600-1619,disability,16,6.458573960540483,"[4.398725113327069, 4.716025109062792, 4.943262687604867, 5.1689944120482645, 5.375616179866531, 5.430226313802854, 5.879535526211741, 6.034523136779892, 6.176524024067734, 6.234203412425872, 6.356561625984731, 6.407444060572818, 6.439805809143117, 6.452161794131262, 6.459047218292601, 6.4715765262751095, 6.455556202866712, 6.454311940972386, 6.465596235638151, 6.458573960540483]"
82,1620-1639,disability,20,6.39592042245427,"[5.0180212685199335, 5.417122560088504, 5.467035105013725, 5.571488762246608, 5.613270869752996, 5.732009202183416, 5.916976439125557, 5.958863631586472, 6.019238175428079, 6.060365231978069, 6.203187862720236, 6.2612670767586565, 6.3213447158787615, 6.364124383836094, 6.36081787682046, 6.383682532061548, 6.427001950122948, 6.416442465742364, 6.40938705718408, 6.39592042245427]"
83,1640-1659,disability,16,6.114920737423815,"[4.900595386293894, 5.206603129499531, 5.658712974550791, 5.7361544352869585, 5.900688484297209, 5.9222739373112265, 5.933821823342546, 6.00135508100575, 6.013879881625694, 6.047558413943214, 6.107483217842575, 6.101883007241261, 6.130603776193019, 6.108208933936255, 6.119687957637573, 6.108127426623502, 6.10000145524016, 6.110734708639317, 6.106126580743974, 6.114920737423815]"
84,1660-1679,disability,-1,5.998338517594745,"[4.7663781546098525, 4.928374399198077, 4.988942855637318, 5.249096862431992, 5.375453280784421, 5.35072621301691, 5.590807086535831, 5.657529645066836, 5.773003615628311, 5.828332740899525, 5.888871749573146, 5.931779889093285, 5.927641962306657, 5.880537008492873, 5.912097808115889, 5.958336392735962, 5.9564958738129485, 5.98750851026763, 5.981649015229694, 5.998338517594745]"
85,1680-1699,race-color,-1,6.577033915738459,"[4.477177619613196, 4.822603150946521, 5.319834352556309, 5.511784912100038, 5.5462280488793985, 5.682682204188616, 6.060271290043927, 6.179241529004814, 6.284340557285978, 6.338536010510711, 6.407736153371686, 6.485373789832745, 6.5421965248260125, 6.531792367011137, 6.5247791119452305, 6.573709526764757, 6.554440063603603, 6.544315947417274, 6.5868558572390405, 6.577033915738459]"
86,1700-1719,race-color,11,6.45767273008894,"[4.949727084133292, 5.448991345373441, 5.378720827095669, 5.580806865133511, 5.756746790456281, 5.831017674408301, 6.038371891711202, 6.16756272021395, 6.157629474975959, 6.166296775729398, 6.162085868066951, 6.223456106604094, 6.250558365831816, 6.259791140165865, 6.238243822703325, 6.337501326616184, 6.339709044690575, 6.381409370495037, 6.437798618718961, 6.45767273008894]"
87,1720-1739,race-color,-1,5.980967429624204,"[4.851197659639878, 4.907158295655592, 5.299782400665199, 5.530218350286352, 5.531097762607977, 5.411707800486379, 5.486243459909304, 5.571983881267601, 5.641136067719453, 5.751789096781737, 5.740129846388887, 5.74716474904158, 5.8559329397772455, 5.926042894777727, 5.9232896687173096, 5.958994034116591, 5.974858140804244, 5.986953767515492, 6.012958184996679, 5.980967429624204]"
88,1740-1759,race-color,17,6.1615133445944545,"[4.7663781546098525, 5.001696936637942, 5.213816233874192, 5.295444931260538, 5.402489482516839, 5.481224871952424, 5.7232465949832125, 5.847338469647382, 5.938713462559366, 5.964762359259683, 5.975026055347125, 6.050432328635604, 6.066480645230212, 6.145346092208676, 6.142981087981718, 6.158168591894779, 6.143103605917447, 6.141930669606633, 6.155679982133675, 6.1615133445944545]"
89,1760-1779,gender,-1,6.726397817707826,"[4.580148281356701, 5.103510640333361, 5.103994126914934, 5.308396690800468, 5.333989787967197, 5.442072635255285, 5.906486937432094, 6.1663332964117235, 6.260865307143056, 6.356111189983109, 6.4339652840144, 6.505236637085482, 6.53023077943322, 6.53094529633807, 6.55030501705238, 6.610216439837147, 6.6565093723451145, 6.627439033111044, 6.648282172330032, 6.726397817707826]"
90,1780-1799,gender,15,6.629209628074518,"[4.477177619613196, 4.803737905778939, 5.22987543873357, 5.381491079957735, 5.479718864219295, 5.6431092608003635, 5.882745912095854, 6.077183196540911, 6.237829828003258, 6.372705513237775, 6.4386252184364725, 6.481364453910381, 6.481423703189009, 6.48137168607335, 6.4734643007127595, 6.477156411043157, 6.559430831166146, 6.590996337808582, 6.6276622461169294, 6.629209628074518]"
91,1800-1819,gender,-1,6.208980316940473,"[4.398725113327069, 5.045034987971047, 5.451864129898852, 5.638114432959395, 5.7597590053590055, 5.793091266366073, 5.922092170282134, 5.992828103772067, 6.012483048167037, 6.055485295552827, 6.080504026009343, 6.095712039308632, 6.127554813896868, 6.161974286160173, 6.168996557359237, 6.154896506698, 6.177678064757861, 6.168446873141235, 6.170311681158313, 6.208980316940473]"
92,1820-1839,gender,-1,6.061837898372564,"[4.580148281356701, 5.114176099565572, 5.269416296993266, 5.343238024255115, 5.340870875809822, 5.306683599417309, 5.482505557193116, 5.609795641770462, 5.7146393278758705, 5.883118824897772, 5.963666823283787, 5.979571371379106, 5.993244825235662, 6.051627842807002, 6.104350325856974, 6.083370287433152, 6.053412624325355, 6.073442392924832, 6.072694926446353, 6.061837898372564]"
93,1840-1859,socioeconomic,20,6.56578498636182,"[4.580148281356701, 5.085256614790437, 5.150870097310662, 5.242372256685174, 5.4915077431152515, 5.561655912897599, 6.032949801531875, 6.219574172498135, 6.351747788794814, 6.386464494070409, 6.458249082346189, 6.493480065524455, 6.489473430784809, 6.525318058661602, 6.543748888150612, 6.551734757592743, 6.577085606250806, 6.5700646540501335, 6.569393382274886, 6.56578498636182]"
94,1860-1879,socioeconomic,18,6.543603419994092,"[4.366298967782153, 5.186430103499052, 5.398431542613377, 5.4001980391356605, 5.689370339306151, 5.793550017535678, 5.879395976574502, 5.989999296145139, 6.129918724487125, 6.245600290647897, 6.3568851195189815, 6.418867741636297, 6.412871313606569, 6.412507833478419, 6.486754940109907, 6.5061811024130485, 6.474105861336177, 6.480336667951991, 6.510814740949041, 6.543603419994092]"
95,1880-1899,socioeconomic,16,6.140836039054977,"[5.213546540829996, 5.56958479973977, 5.597323766919113, 5.6788150510312825, 5.846768420612737, 5.935326449066232, 5.972149124185415, 6.070051990235124, 6.169702111861791, 6.185207878819428, 6.216682220123575, 6.217121496297775, 6.258908670002615, 6.254587458222043, 6.229575287812194, 6.195929866641522, 6.206863749026799, 6.19217850093163, 6.163939916902491, 6.140836039054977]"
96,1900-1919,socioeconomic,15,6.01090253608773,"[4.398725113327069, 4.862205921010556, 5.274078346942714, 5.292877308245258, 5.3755465898209405, 5.349189270634405, 5.501412488447367, 5.579434924108163, 5.697237788254649, 5.773547357792209, 5.822207282937687, 5.938584055022787, 5.949332245876326, 5.962085276015968, 5.97729322012885, 5.988701044596908, 6.004818804664483, 5.989164380720673, 6.011198343214511, 6.01090253608773]"
97,1920-1939,socioeconomic,16,6.748871917876253,"[4.580148281356701, 5.037776728781169, 5.133713563170584, 5.405081120419973, 5.595101863234044, 5.573106277780696, 6.066478911910098, 6.241447070626316, 6.369923694323998, 6.523886769170762, 6.565921895247712, 6.6663094750412455, 6.728749754074927, 6.733380704357132, 6.721796944637776, 6.721878051644824, 6.756763624948396, 6.754455837519446, 6.765258221496216, 6.748871917876253]"
98,1940-1959,socioeconomic,-1,6.602742718353205,"[4.851197659639878, 5.0599236946159545, 5.058417505176684, 5.5080910285578275, 5.5952079804890404, 5.678611481402569, 5.957468775241403, 6.102927510534082, 6.227607564417954, 6.330359215947588, 6.397590987506375, 6.435275758711897, 6.449204076409797, 6.497221183986841, 6.518537626164797, 6.567310443926448, 6.570923659825463, 6.591743025865742, 6.625013859441371, 6.602742718353205]"
99,1960-1979,socioeconomic,15,6.376097341419825,"[4.580148281356701, 5.307356460426838, 5.3711092450452, 5.696181140254105, 5.896086728293074, 5.9960589565263, 6.123398314227871, 6.213789320148131, 6.232151872783435, 6.231174253396623, 6.288793050539713, 6.333491873622852, 6.30621650293005, 6.289982671858194, 6.290184133463202, 6.293080718221589, 6.315947842788066, 6.368318245282623, 6.384002260142878, 6.376097341419825]"
100,1980-1999,socioeconomic,19,6.202267094213451,"[4.477177619613196, 4.70989833610844, 4.929247856937705, 5.1276773282562, 5.358659594424695, 5.558325137366947, 5.709930445046757, 5.796484810498305, 5.8941619738571855, 5.975004467834624, 6.058543619310993, 6.063611989405933, 6.072339229597435, 6.115953375619295, 6.147547005735944, 6.213347243278333, 6.210563020985603, 6.1761603131941305, 6.191907060259253, 6.202267094213451]"
101,2000-2019,nationality,20,6.575934130518387,"[4.477177619613196, 4.803737905778939, 4.967177557034532, 5.13852628033283, 5.401514465205282, 5.533556008409621, 6.033291676986251, 6.190021911865973, 6.3721001319668495, 6.392607544841606, 6.412485999909571, 6.443593363918163, 6.444614376336049, 6.489646242753787, 6.520790833425138, 6.5937056333883595, 6.630399365957033, 6.605923419773529, 6.616886621853349, 6.575934130518387]"
102,2020-2039,nationality,-1,6.586280023659391,"[4.7663781546098525, 5.44125667674182, 5.876696183857299, 5.655641789671015, 5.72922702701406, 5.74132942320537, 5.967948989737337, 6.098165583918105, 6.162033183487703, 6.212083100289543, 6.17964256571791, 6.2468300803564425, 6.367376440507887, 6.438930364004769, 6.484666407011611, 6.510366812321973, 6.578856308452766, 6.571778226570404, 6.593882437015742, 6.586280023659391]"
103,2040-2059,nationality,14,6.29958787551908,"[4.506179080388922, 4.858625799654776, 5.211312002795024, 5.570870695473596, 5.915928280097629, 6.091486611240517, 6.149812166700359, 6.194949734627537, 6.195679704220719, 6.229088244916092, 6.30022286717315, 6.311450039958467, 6.327447995736285, 6.325319143959342, 6.32227221369178, 6.351831838195309, 6.378680123082108, 6.348783570536768, 6.315010877447364, 6.29958787551908]"
104,2060-2079,nationality,19,6.237465021712046,"[4.477177619613196, 4.897577475449437, 5.1955623704534135, 5.534407118985882, 5.533178636179851, 5.553965002602799, 5.781754708646556, 5.873714896988284, 5.960952630778547, 6.025693406288962, 6.101244342078654, 6.134731436835418, 6.154219209769783, 6.156336650287613, 6.225611260679841, 6.250211252605254, 6.222366011844167, 6.234198218257517, 6.25161240272112, 6.237465021712046]"
105,2080-2099,gender,20,6.668043008794982,"[4.7663781546098525, 4.991417045119937, 5.16173399815351, 5.315095190831741, 5.416155033754199, 5.46879453642018, 5.878467060961558, 6.099567880970895, 6.254828569705339, 6.349297760680044, 6.4358809190427175, 6.477729296303803, 6.489464000544278, 6.554519118696045, 6.601548381498861, 6.610906019275103, 6.663139848114747, 6.681014470009515, 6.661025551218058, 6.668043008794982]"
